RW2017at250,RW2017at200,RW2017at150,RW2017at100,RW2017at050,month
1.065676867219917,NA,0.8891210960176479,NA,0.7726909768432261,10
1.1787775165633683,NA,0.6018829561527581,NA,0.5618451836028888,10
NA,0.9446067616719337,NA,0.5270276146988475,NA,10
NA,0.8899585062240664,NA,1.1323996534796419,NA,10
NA,NA,0.33452070817161994,NA,NA,10
NA,NA,0.657194371496884,NA,NA,10
NA,0.9141775915664279,NA,0.8290553255551373,NA,10
NA,0.7174220295863564,NA,0.9848212277940185,NA,10
0.960879811468971,NA,0.605920338305046,NA,0.5096651238769399,10
NA,0.4779847586790855,NA,0.3761595669198224,NA,10
NA,NA,1.0154253589183666,NA,NA,10
0.47456407651938376,NA,0.7540455967814037,NA,0.38817105940197816,10
NA,0.5883272183720615,NA,0.7056353084911423,NA,10
NA,0.5330255764612623,NA,0.27989891231634495,NA,10
NA,0.9433968864789225,NA,0.3531764568492351,NA,10
NA,NA,0.6416200962762132,NA,NA,8
0.7221191208026445,NA,0.6675993529488916,NA,1.0318558336270707,8
NA,NA,0.2727860972453318,NA,NA,8
NA,NA,0.6566923128687109,NA,NA,8
NA,0.6890171622944906,NA,0.6166066261146873,NA,8
NA,NA,NA,NA,NA,8
NA,NA,1.015782755019148,NA,NA,8
0.44063703613131994,NA,0.41077808654227865,NA,0.5691973969631237,8
NA,NA,0.46615486823650987,NA,NA,8
NA,0.5109986470912462,NA,0.3614378694691586,NA,8
NA,0.4925630700961459,NA,0.365968691463741,NA,8
NA,0.47377293009419935,NA,0.32827476038338654,NA,8
NA,0.776186505202857,NA,0.6982143338091519,NA,8
0.7091938707528314,NA,0.6384497341279755,NA,0.58311345646438,8
NA,1.0015385378926993,NA,0.9243993926944718,NA,8
NA,0.5032576107011071,NA,0.5559283201047378,NA,8
NA,0.44090285191398515,NA,0.5911311845616916,NA,8
NA,NA,0.9015113693096718,NA,NA,8
NA,0.6685606060606061,NA,0.4919374344916552,NA,8
NA,0.5945307889041905,NA,0.31598353627165154,NA,8
NA,0.1779441299981742,NA,0.2484733934283222,NA,8
0.529891304347826,NA,0.5422568395376556,NA,0.68823300719238,8
NA,0.7679803908920855,NA,0.8000675904021629,NA,8
0.5252106354497493,NA,0.43400374320430174,NA,0.7313177410154021,8
1.0399521310871764,NA,0.9744101030242606,NA,0.4820452771272444,8
0.7962567191244091,NA,0.8301244846495618,NA,0.8093785471055619,8
0.6828462073764787,NA,0.4954776958201616,NA,0.534227705575852,8
NA,0.6046439353578406,NA,0.5696138211382114,NA,8
NA,0.7781829547822463,NA,1.5071283095723016,NA,8
NA,NA,0.23896640826873383,NA,NA,8
NA,NA,0.597598436191008,NA,NA,8
NA,0.7527819755460916,NA,0.6764789736279402,NA,8
NA,0.439717612542404,NA,0.45191618911174786,NA,8
0.814778486186039,NA,0.6982054558586588,NA,0.4565995962753142,8
NA,0.1433636558985746,NA,0.2807769491861358,NA,8
NA,NA,0.7857846517584475,NA,NA,8
0.44648670306004906,NA,0.26727721995607157,NA,0.5053328096202073,8
NA,0.5907286082985904,NA,0.6807609087630725,NA,8
NA,0.4291008505467801,NA,0.2714584984712943,NA,8
NA,0.5671599215546443,NA,0.6076946152692366,NA,8
NA,NA,0.4808458636629297,NA,NA,7
0.416197849941514,NA,0.6771947786025083,NA,0.5071032230136555,7
NA,NA,0.1717086440598471,NA,NA,7
NA,NA,0.5342158716817258,NA,NA,7
NA,0.4978719192319113,NA,0.48046936941698826,NA,7
NA,NA,NA,NA,NA,7
NA,NA,1.0957405236420474,NA,NA,7
0.37122453395987265,NA,0.2925921087013327,NA,0.2915834274298619,7
NA,NA,0.42607180202161027,NA,NA,7
NA,0.33536088893146226,NA,0.18996015936254979,NA,7
NA,0.33439073934941704,NA,0.6559352271167833,NA,7
NA,0.23544888068312947,NA,0.13660676080445017,NA,7
NA,0.41247076626771223,NA,0.3314902424600828,NA,7
0.4106833671025972,NA,0.37269396208379796,NA,0.3603939865215137,7
NA,0.3296817743490839,NA,0.39124599979353775,NA,7
NA,0.27745404301333654,NA,0.3032396214685363,NA,7
NA,0.24409418325458912,NA,0.2648780487804878,NA,7
NA,NA,0.6216706698692288,NA,NA,7
NA,0.33529817853539373,NA,0.2886553903980864,NA,7
NA,0.2904429274488014,NA,0.3345818896900459,NA,7
NA,0.15507703731204753,NA,0.18257404498256635,NA,7
0.3479445700701571,NA,0.33518952097702964,NA,0.4377520930074908,7
NA,0.3561613102249145,NA,0.3938779273464872,NA,7
0.3707542942494399,NA,0.3517571466037241,NA,0.4641395076824924,7
0.5933302093095908,NA,0.7080726839439975,NA,0.5584087347722793,7
0.34607387899369324,NA,0.513337534131485,NA,0.6300856094578069,7
0.3862399386738214,NA,0.4415677491601344,NA,0.4036814020658932,7
NA,0.49469964664310956,NA,0.3672834645669291,NA,7
NA,0.43982861400894185,NA,0.7845807987304947,NA,7
NA,NA,0.2265209345362017,NA,NA,7
NA,NA,0.42319474835886206,NA,NA,7
NA,0.3237063778580024,NA,0.2747529426575187,NA,7
NA,0.27269359021859946,NA,0.2665910380034033,NA,7
0.57329399551986,NA,0.4521415270018622,NA,0.3793580868470736,7
NA,0.12814122533748704,NA,0.17265163126779065,NA,7
NA,NA,0.4879856723546092,NA,NA,7
0.16849005424954788,NA,0.263974952710195,NA,0.4023781862912595,7
NA,0.3880408584873178,NA,0.3603022327871636,NA,7
NA,0.2659550990108942,NA,0.21966125371049414,NA,7
NA,0.502345485968233,NA,0.3344489237088309,NA,7
